Type,T_MtoP,T_PtoI,T_ItoD,I_MtoP,I_PtoI,I_ItoD,M_MtoP,M_PtoI,M_ItoD,R_MtoP,R_PtoI,R_ItoD,P_MtoP,P_PtoI,P_ItoD
4,0,0.737878263,0.979514837,0.949645102,0.982961416,0.98669064,0.45029223,0.069207579,0.717663467,0.093771219,0.115888566,0.822405577,0.107223779,0.116618276,0.81964767
4,0,0.737796605,0.979191542,0.949577391,0.982761264,0.986533165,0.450296521,0.069206953,0.717662394,0.093699098,0.116018087,0.822452128,0.107285768,0.116775751,0.819673181
4,0,0.737745225,0.979042947,0.949544549,0.982531965,0.986353219,0.450300872,0.069206387,0.717660785,0.093577981,0.116142601,0.822508216,0.107345104,0.116925508,0.819697022
4,0,0.737778842,0.979083478,0.94951129,0.982328415,0.986193836,0.450304925,0.069205791,0.717659652,0.09348464,0.116219342,0.822546721,0.10740146,0.117068589,0.81972003
4,0,0.737703025,0.979059696,0.949521005,0.982064009,0.985988498,0.450309008,0.069205493,0.717657924,0.093377978,0.116368383,0.822605789,0.107454866,0.11720407,0.819741488
4,0,0.737721264,0.979449153,0.949514151,0.98189801,0.985858917,0.45031327,0.069205016,0.717656136,0.093320429,0.116591334,0.822670937,0.107506335,0.117334634,0.819762409
4,0,0.737661898,0.979595304,0.949480414,0.981770456,0.985758901,0.450317293,0.069204569,0.717654705,0.093292013,0.116728663,0.822710037,0.107555002,0.117458045,0.819782078
4,0,0.737645984,0.979592204,0.94943732,0.981675506,0.985682964,0.450321436,0.069203883,0.717653692,0.093272015,0.116799563,0.822731376,0.10760197,0.117576927,0.819801211
4,0,0.737079144,0.979682446,0.949394226,0.981574059,0.98560214,0.450325489,0.069203407,0.717652261,0.093264997,0.11686638,0.82274878,0.107587159,0.117625654,0.81981647
4,0,0.736789525,0.979502916,0.949311852,0.981523633,0.985560119,0.450329483,0.069203019,0.717650771,0.093182653,0.116992652,0.822796762,0.107583016,0.117714554,0.81983918
4,0,0.736279249,0.979010105,0.949070573,0.981459916,0.985503912,0.450333536,0.069202483,0.717649579,0.093067199,0.117097348,0.822846651,0.107586861,0.117816389,0.819863558
4,0,0.735570848,0.97887361,0.948677778,0.981398046,0.985444665,0.358487844,0.06371367,0.742892623,0.093211472,0.117226809,0.822846949,0.107560247,0.117935747,0.819898427
4,0,0.735042751,0.978978992,0.948317766,0.981352448,0.985399365,0.273952901,0.068055898,0.766915619,0.093481213,0.117363662,0.822821498,0.10758844,0.118028879,0.819915175
4,0,0.734740138,0.979129374,0.948034227,0.981345296,0.985385418,0.219247952,0.070804954,0.781598985,0.093865663,0.117540359,0.822780907,0.107607543,0.118147463,0.819939792
4,0,0.734301984,0.979343057,0.947694182,0.981368363,0.985393882,0.190237507,0.072248131,0.789139748,0.094676405,0.117672294,0.822638035,0.107558459,0.118269324,0.819980383
4,0,0.733445942,0.97971499,0.947036564,0.981416166,0.985414624,0.173158675,0.074399084,0.793829322,0.097788602,0.11709407,0.821824789,0.107035547,0.118456811,0.820139289
4,0,0.732683182,0.980569601,0.946116924,0.981516421,0.98547107,0.162642419,0.075688332,0.796678126,0.101413846,0.116157591,0.820809484,0.106755286,0.118509144,0.820213258
4,0,0.732040703,0.981399357,0.94520396,0.981657922,0.985559523,0.155491069,0.075924486,0.798439503,0.104223162,0.115079701,0.819934249,0.106589019,0.118450224,0.82023561
4,0,0.731496453,0.982294559,0.943570018,0.982015491,0.98579967,0.150626585,0.075460106,0.79947418,0.107323378,0.113848865,0.818955123,0.106534749,0.11830005,0.820211351
4,0,0.730936646,0.982817769,0.942085207,0.982337236,0.986018479,0.146639973,0.074766636,0.800240278,0.10991326,0.112466961,0.818047941,0.106556594,0.11811468,0.820161939
4,0,0.730507851,0.983374,0.940795898,0.982551813,0.986156344,0.143848255,0.074011296,0.800706387,0.112196937,0.111128092,0.817216158,0.106653959,0.117711544,0.820043445
4,0,0.730231643,0.983736813,0.939400792,0.982815325,0.986333311,0.141646013,0.073231131,0.801026881,0.114052355,0.109759092,0.816469491,0.106832683,0.117192805,0.819879055
4,0,0.729558766,0.985049784,0.937915862,0.983028412,0.986470938,0.140151232,0.072455525,0.801180303,0.115939841,0.108354926,0.815704644,0.107014567,0.116539896,0.819681644
4,0,0.729105771,0.985784054,0.936281443,0.983209074,0.986580789,0.139136329,0.071857601,0.801267624,0.117741808,0.107030928,0.814977467,0.107173532,0.115772426,0.819461405
4,0,0.728767633,0.986240149,0.934287131,0.983384013,0.986679375,0.138448596,0.071419775,0.801317096,0.117749795,0.105961055,0.814713895,0.107414991,0.114921361,0.819202125
4,0,0.728162527,0.987519979,0.932086527,0.983663917,0.986859202,0.137843445,0.071077913,0.801371932,0.117809027,0.104936272,0.814450085,0.107531428,0.113881052,0.818925023
4,0,0.72752136,0.988712549,0.93038255,0.98381716,0.986944795,0.137009591,0.070724845,0.801478565,0.117891282,0.103799343,0.814153612,0.10713017,0.112495095,0.818679333
4,0,0.726902068,0.989848435,0.928838372,0.983978868,0.987044692,0.136239395,0.070455611,0.801591337,0.117824554,0.102648526,0.813886404,0.106965214,0.11131981,0.818431556
4,0,0.726399243,0.990564406,0.927768767,0.984108806,0.987127423,0.135706916,0.070261866,0.801667988,0.118278861,0.101442575,0.813487172,0.106559634,0.11008206,0.818222284
4,0,0.726168215,0.991004765,0.926577926,0.984250247,0.987217605,0.134795636,0.069982231,0.801811934,0.118675083,0.100304008,0.813117683,0.10643816,0.108840704,0.817948937
4,0,0.725818157,0.991080523,0.925442398,0.984361649,0.987286747,0.133956134,0.069624275,0.801918745,0.118872195,0.099162191,0.812791526,0.106600612,0.10775584,0.817649305
4,0,0.725571156,0.991339982,0.924322605,0.984414279,0.987305582,0.133201674,0.069259495,0.802004337,0.118911371,0.098048776,0.812508583,0.106550306,0.106721848,0.817409933
4,0,0.725007117,0.99172616,0.922962368,0.984495401,0.987345994,0.132437095,0.068933994,0.802101374,0.118963748,0.097060621,0.812253296,0.106376261,0.105543822,0.817163289
4,0,0.724700689,0.992091596,0.921693325,0.984569848,0.987382412,0.131855741,0.068586409,0.802150488,0.119042352,0.096081704,0.811994195,0.106250852,0.104479432,0.816933095
4,0,0.724499643,0.992385626,0.920509696,0.984661818,0.98743552,0.131175041,0.068254113,0.80222702,0.118840516,0.094916642,0.811753154,0.106176317,0.103493929,0.816710532
4,0,0.724261224,0.992457628,0.91946876,0.984777808,0.987511516,0.130535409,0.068048,0.802324712,0.118715703,0.093774885,0.811499953,0.10607183,0.102540255,0.816502273
4,0,0.723951221,0.992484808,0.91855675,0.984894216,0.987591207,0.129974738,0.067878753,0.802413583,0.118728548,0.09280023,0.811256468,0.105976015,0.101530045,0.816278279
4,0,0.723801792,0.99223268,0.917684078,0.985021949,0.987680972,0.129507244,0.067706674,0.802479625,0.119026244,0.091985762,0.810986876,0.105918884,0.100599796,0.816064775
4,0,0.723528445,0.992021322,0.917016208,0.985046864,0.987689614,0.129095376,0.067529678,0.802530885,0.119398206,0.091189951,0.81070441,0.105849743,0.099782258,0.815881014
4,0,0.723432899,0.991504014,0.916322052,0.985036731,0.987668991,0.128787354,0.067338854,0.802554965,0.119858146,0.090349346,0.810391247,0.105837584,0.098980129,0.815688431
4,0,0.723627627,0.990860045,0.915801287,0.984967291,0.987601161,0.128591225,0.067196757,0.802564979,0.120538592,0.089466214,0.810015619,0.105364352,0.097925574,0.815538883
4,0,0.72395283,0.990152776,0.915400088,0.984907866,0.987545967,0.12840873,0.067064464,0.802574039,0.121473789,0.0885396,0.809570432,0.104970336,0.096841753,0.815364361
4,0,0.724779844,0.989164948,0.915017724,0.984839141,0.987481952,0.128235996,0.066939384,0.802582741,0.123455614,0.087148428,0.808766603,0.104734093,0.095853776,0.815177202
4,0,0.72610569,0.987861693,0.914778829,0.984782577,0.987430215,0.128073215,0.066821039,0.802591026,0.124598444,0.085913152,0.808193862,0.104987681,0.095041722,0.814922035
4,0,0.728125274,0.987167478,0.914529443,0.984728336,0.987380862,0.128248185,0.066794336,0.802543283,0.12567082,0.08475861,0.807656646,0.105208755,0.094189227,0.814663887
4,0,0.7301054,0.986266673,0.914225698,0.984690666,0.987345159,0.128773704,0.066804141,0.802422762,0.127010882,0.083721519,0.807086289,0.105211496,0.093223423,0.814427614
4,0,0.731691718,0.985313118,0.913973033,0.984633386,0.987292945,0.129450038,0.06684646,0.802274764,0.130379513,0.082178414,0.805915356,0.105496824,0.092386872,0.81415832
4,0,0.732616544,0.9846524,0.91385591,0.984568357,0.9872365,0.13048391,0.066959709,0.802060366,0.134262323,0.080796212,0.804662883,0.106034517,0.0915941,0.81384176
4,0,0.733729899,0.984136879,0.913586259,0.984508872,0.987182498,0.131425962,0.067062527,0.801865041,0.136903912,0.079887897,0.803817213,0.106665909,0.090846002,0.813514709
4,0,0.735020876,0.98344171,0.913289487,0.984441042,0.987120152,0.132269368,0.067154765,0.801690221,0.139291137,0.079124093,0.803066492,0.107252359,0.090161115,0.813213348
4,0,0.736116052,0.982792854,0.913100958,0.984379888,0.987065852,0.133920133,0.067383021,0.801360488,0.142238483,0.078373671,0.802185833,0.107787341,0.089547694,0.812941134
4,0,0.737064958,0.982233644,0.912836432,0.984299541,0.986994505,0.135394916,0.067586899,0.801065922,0.144884884,0.077699155,0.801393032,0.108508795,0.088897347,0.812616587
4,0,0.737718225,0.981733918,0.912466407,0.984187484,0.986893654,0.137533084,0.067856163,0.800631285,0.147445112,0.077108532,0.800640702,0.109201193,0.088376254,0.812330723
4,0,0.738311529,0.981204629,0.911811769,0.984057605,0.986774325,0.139398068,0.068090826,0.80025202,0.149600565,0.076631993,0.80001086,0.110009402,0.087749183,0.811991215
4,0,0.739041269,0.980464339,0.911130846,0.983886003,0.986617863,0.140994266,0.068291873,0.799926758,0.151493832,0.076226652,0.799461305,0.111007869,0.087171167,0.81162113
4,0,0.739775777,0.979342163,0.910709977,0.983736634,0.986485004,0.142359525,0.068463892,0.799648404,0.153623208,0.075853705,0.798862398,0.112168342,0.08660844,0.811217129
4,0,0.740769684,0.977406263,0.910276711,0.98360467,0.986367285,0.143551245,0.068613887,0.799405515,0.155613497,0.07552442,0.798306406,0.113547862,0.086022109,0.810756564
4,0,0.741752446,0.975337744,0.909712076,0.983443916,0.986222982,0.1445999,0.068745762,0.799191833,0.157544211,0.075260103,0.797780693,0.114927381,0.085444599,0.810297012
4,0,0.742484331,0.973658442,0.909226358,0.983309746,0.986102939,0.145530477,0.068863183,0.799001634,0.159394234,0.074995339,0.797273993,0.116391987,0.08487919,0.809820771
4,0,0.743080854,0.971643388,0.9089306,0.983214974,0.986019254,0.146356732,0.068967342,0.798832595,0.161064625,0.074752688,0.796814024,0.117892981,0.084352285,0.809345543
4,0,0.743652403,0.969596863,0.908811331,0.983135462,0.985950589,0.14710699,0.069061816,0.798679352,0.162156597,0.074574471,0.796508372,0.119321704,0.083786011,0.80887562
4,0,0.743861914,0.968546033,0.908699274,0.983044386,0.98587209,0.147778451,0.069146454,0.798541903,0.163143277,0.074402809,0.796228647,0.120209932,0.083439201,0.808584511
4,0,0.743932664,0.96743381,0.908573151,0.982883096,0.98573482,0.148392305,0.069224,0.798416436,0.163944528,0.074275732,0.796004951,0.120885253,0.083112776,0.808347881
4,0,0.743928432,0.966336489,0.908477664,0.982658863,0.985545516,0.148951307,0.069294423,0.798301876,0.164704695,0.074185938,0.795801222,0.121450454,0.082809538,0.808142185
4,0,0.743856251,0.965822816,0.908397436,0.982416749,0.985341847,0.149463564,0.069358855,0.798197031,0.16537787,0.074165583,0.795636237,0.122046947,0.082544267,0.807938039
4,0,0.743689537,0.965121627,0.908402681,0.982174039,0.985140741,0.149935335,0.06941843,0.798100531,0.165827036,0.07408613,0.795508265,0.122436106,0.082317472,0.807791412
4,0,0.743302763,0.962535918,0.908417761,0.981890678,0.984905124,0.150371194,0.069473416,0.798011303,0.166163921,0.074041396,0.795416713,0.122699171,0.08212918,0.807683825
4,0,0.742953539,0.961528897,0.90838182,0.981688023,0.984735429,0.150773406,0.06952399,0.797928989,0.166369662,0.073992074,0.795355082,0.122867346,0.081956148,0.807601869
4,0,0.742849529,0.960816622,0.908343911,0.981561661,0.984628022,0.151149228,0.069571584,0.797851741,0.166720912,0.07393074,0.795255184,0.123000801,0.081778139,0.80752629
4,0,0.742627263,0.960230947,0.908317029,0.981420815,0.984509587,0.151497707,0.069615364,0.797780335,0.167029709,0.073865801,0.795165181,0.123170882,0.081578106,0.80743736
4,0,0.742069364,0.957933784,0.908262134,0.981255949,0.984370887,0.151823327,0.069656521,0.797713697,0.167163044,0.073834538,0.795125067,0.1232768,0.081421107,0.807373703
4,0,0.741557598,0.956775784,0.908322215,0.98104912,0.984200239,0.152482986,0.069671184,0.797560334,0.167224497,0.073829591,0.795109391,0.12328577,0.081292242,0.80733943
4,0,0.741098046,0.955355465,0.908468366,0.980839729,0.984030604,0.153153151,0.069699317,0.797407508,0.167498469,0.073792189,0.795034468,0.123281837,0.081188142,0.807313979
4,0,0.740532517,0.954530478,0.908847034,0.980599999,0.983840764,0.153688952,0.069767565,0.797297478,0.167836949,0.073740929,0.794940352,0.123309255,0.081092328,0.807284176
4,0,0.740280867,0.953504443,0.909192741,0.980377614,0.983665466,0.1541785,0.069829762,0.797196925,0.168529958,0.073659539,0.794753909,0.123414218,0.080966741,0.807228327
4,0,0.74035722,0.952663183,0.909547865,0.980237484,0.983558059,0.154631183,0.069887668,0.797103524,0.16871573,0.073633283,0.794702351,0.123686612,0.080816478,0.807127595
4,0,0.740281343,0.951358795,0.910025716,0.980021954,0.983389616,0.155049428,0.069940895,0.797017813,0.169456139,0.073578268,0.794511318,0.123888701,0.080668092,0.807043731
4,0,0.740412295,0.949870944,0.910357118,0.979950666,0.983337402,0.155437917,0.069990128,0.796938121,0.170095593,0.073505908,0.794339359,0.124305457,0.080486059,0.806900978
4,0,0.740522325,0.949388862,0.91073513,0.979840994,0.98325628,0.155797705,0.070036173,0.796863973,0.170721263,0.07341668,0.794166267,0.124807835,0.080267102,0.806729436
4,0,0.740501583,0.94926542,0.911245942,0.979731679,0.98317647,0.156554431,0.07007128,0.796692133,0.171495512,0.073369473,0.793968379,0.1253452,0.080025554,0.806543946
4,0,0.740329504,0.949037075,0.911536157,0.979638696,0.983104646,0.157259881,0.070103765,0.796532333,0.172037318,0.07330516,0.793821335,0.125849336,0.079840958,0.806380093
4,0,0.740280628,0.949104309,0.911771178,0.979564548,0.983048797,0.157897651,0.070133418,0.796387494,0.172395304,0.073274583,0.793727756,0.126223683,0.079665691,0.80624938
4,0,0.74027729,0.94974941,0.9122293,0.97946167,0.982975602,0.158482775,0.070160508,0.796254873,0.172649965,0.073262274,0.79366374,0.126535863,0.07953462,0.806143641
4,0,0.740700722,0.952167273,0.913265884,0.979293644,0.982859373,0.158871293,0.070070416,0.796138167,0.172663629,0.073281497,0.793665767,0.126472622,0.07948795,0.806146264
4,0,0.740863562,0.954408407,0.914488971,0.979066968,0.982703984,0.159247845,0.069907039,0.796004415,0.172865972,0.07324329,0.793607354,0.12608245,0.079473585,0.806233048
4,0,0.740901709,0.955908775,0.91529727,0.978903711,0.982591033,0.159286708,0.069840848,0.795977652,0.170748249,0.07315737,0.794094443,0.125345498,0.079434037,0.806393743
4,0,0.740772009,0.957067072,0.916271091,0.978700936,0.982448995,0.159323603,0.069778621,0.795951962,0.16808404,0.073192894,0.794743717,0.124052078,0.079412967,0.806687355
4,0,0.740620494,0.957940459,0.917527974,0.978437304,0.982261837,0.158664048,0.069481492,0.796032786,0.163184702,0.073135227,0.79590255,0.121621728,0.079430401,0.807253659
4,0,0.740586936,0.958070397,0.917937577,0.978346229,0.982198417,0.158029318,0.069391459,0.796161294,0.160945028,0.073020518,0.796407998,0.121021718,0.079443365,0.807395339
4,0,0.740613759,0.958577335,0.918474078,0.978276014,0.982153952,0.156026229,0.069313228,0.796619892,0.159447283,0.072763443,0.796698749,0.12000376,0.079493165,0.807642341
4,0,0.740533829,0.959467649,0.918844223,0.978273749,0.982161522,0.153494686,0.069173306,0.797188044,0.15869911,0.072624803,0.796841681,0.118928194,0.079482377,0.807887852
4,0,0.740426958,0.960241079,0.919277847,0.978273511,0.982172132,0.151313543,0.069052666,0.79767698,0.158302069,0.072511256,0.796906829,0.118069261,0.079364717,0.808056593
4,0,0.740222991,0.961266756,0.919645727,0.978303194,0.982206821,0.149476677,0.06895119,0.798088133,0.158052936,0.072409362,0.796939671,0.117374003,0.079213202,0.808179379
4,0,0.740074754,0.961731136,0.920051813,0.978395581,0.982293248,0.148395345,0.068793952,0.798304677,0.157905638,0.072325349,0.796953082,0.11686945,0.079072416,0.808260798
4,0,0.739826322,0.961934984,0.920316696,0.978510618,0.982394457,0.147462308,0.068658173,0.798491299,0.157303557,0.072172403,0.797057092,0.116367936,0.078900039,0.808333457
4,0,0.739686191,0.962141871,0.920608401,0.978676319,0.982536554,0.14685069,0.068564385,0.798612833,0.157201529,0.072093815,0.797060907,0.11548686,0.078660876,0.808477223
4,0,0.739463389,0.962320447,0.920916796,0.978811502,0.982655525,0.146274254,0.068482697,0.798728287,0.157144755,0.072031081,0.797058165,0.115212053,0.078536183,0.808509409
4,0,0.739359558,0.962631524,0.921350956,0.978927374,0.982762098,0.145884663,0.068399638,0.798799396,0.157122478,0.071987063,0.797052383,0.115108043,0.078451097,0.808512568
4,0,0.739450097,0.963346124,0.921590984,0.979031444,0.982852757,0.145674393,0.068359494,0.798838854,0.157129005,0.071968943,0.797045827,0.114817023,0.078328639,0.808549166
4,0,0.739633322,0.963590384,0.92177248,0.979143858,0.982949734,0.145545125,0.068325758,0.798860908,0.157186836,0.0719302,0.797021925,0.114514291,0.078207523,0.808588862
4,0,0.739857197,0.963259697,0.921817422,0.979214847,0.98301059,0.145424083,0.068294197,0.798881531,0.15718624,0.071893513,0.797012508,0.11436218,0.078125656,0.808603227
4,0,0.740115225,0.963038445,0.921554565,0.979378939,0.983139455,0.145306379,0.068263322,0.798901618,0.157231241,0.071853042,0.796991289,0.114094138,0.07803905,0.808643341
4,0,0.740759373,0.963231921,0.921144962,0.979563594,0.98328203,0.145194232,0.068234265,0.798920512,0.157514468,0.071770996,0.796902299,0.113966703,0.077953726,0.808651924
4,0,0.741393805,0.963699698,0.920873582,0.97969389,0.983382463,0.145086542,0.068206042,0.798938692,0.157714546,0.071682751,0.796831489,0.114011735,0.077905595,0.808628976
4,0,0.741422474,0.965141058,0.920704484,0.979775906,0.983445287,0.144982398,0.068178922,0.798956454,0.157873899,0.071599483,0.796771765,0.113970578,0.077839375,0.808622479
4,0,0.741469324,0.965664268,0.920609593,0.979851425,0.983505011,0.144882292,0.068152815,0.798973501,0.157893315,0.07154873,0.796753764,0.113869339,0.077736109,0.808620572
4,0,0.74121958,0.966811061,0.920226574,0.980011344,0.983629584,0.14478597,0.068127543,0.798990011,0.157872021,0.071488917,0.796743393,0.113714844,0.077635914,0.808631182
4,0,0.740919471,0.967628181,0.919700265,0.980267823,0.983828425,0.144692943,0.068103433,0.799005806,0.157978773,0.071422249,0.79670018,0.113458008,0.077557772,0.808670759
4,0,0.740649521,0.968089342,0.919321597,0.980469227,0.983986616,0.144603416,0.068080068,0.799020886,0.157970086,0.071365923,0.796687603,0.113332659,0.077492148,0.808683395
4,0,0.740270317,0.969066739,0.919204175,0.98054868,0.984049022,0.14451687,0.068057239,0.799035668,0.15790385,0.071287513,0.796683371,0.113202572,0.077431679,0.808698773
4,0,0.740175128,0.970655918,0.919011414,0.980616212,0.984101534,0.144433379,0.068035394,0.799049854,0.157860309,0.071222305,0.796676636,0.112781644,0.077245474,0.808749616
4,0,0.740359664,0.973374009,0.91873157,0.980652452,0.98412478,0.144352466,0.068014532,0.799063325,0.158170223,0.071107388,0.796572447,0.112718672,0.077150643,0.808740854
4,0,0.742205739,0.976655602,0.918061972,0.98076582,0.984202385,0.144274414,0.067994237,0.799076557,0.158995658,0.070985943,0.796343505,0.112798631,0.077079684,0.808704793
4,0,0.74287492,0.976612091,0.91752398,0.980854869,0.984264255,0.144198671,0.067974418,0.799089611,0.159842253,0.070886016,0.796114564,0.112824708,0.077010959,0.808681309
4,0,0.742959619,0.976534247,0.91714412,0.980912566,0.984302342,0.144125745,0.067955166,0.799102247,0.159948513,0.070822835,0.79607302,0.112982005,0.076925248,0.808623791
4,0,0.743218601,0.976302028,0.916922092,0.980926692,0.984308541,0.144054711,0.067936748,0.799114227,0.160219714,0.07072106,0.795981169,0.113114804,0.076862901,0.808577478
4,0,0.743530631,0.976155281,0.916807353,0.980951548,0.984326839,0.143985897,0.067918867,0.799125671,0.160369992,0.070656925,0.795928121,0.113666624,0.076710492,0.808411837
4,0,0.74380064,0.976084471,0.916744471,0.98098135,0.984349906,0.143919423,0.067901403,0.799137056,0.160500377,0.070597827,0.795881808,0.113984764,0.076658458,0.808325887
4,0,0.743955791,0.976075947,0.916745186,0.980986118,0.984353542,0.143926889,0.067896545,0.799133897,0.160655215,0.07054618,0.795831501,0.114484608,0.076601624,0.808196008
4,0,0.744191766,0.976400971,0.916808784,0.980989933,0.984357953,0.144060448,0.06786868,0.799094975,0.16118288,0.070444524,0.795677781,0.114686251,0.076547742,0.808136523
4,0,0.74436903,0.976349473,0.916968107,0.980977058,0.984351337,0.144220859,0.067807615,0.799041212,0.161533847,0.070371777,0.795574605,0.115321904,0.076477468,0.807972491
4,0,0.744602442,0.975930393,0.917116642,0.980986476,0.984361947,0.144595236,0.067683101,0.798919439,0.162012413,0.070317715,0.795445859,0.115860403,0.07637015,0.807821274
4,0,0.745101631,0.974808991,0.917302251,0.981017053,0.984391749,0.144951314,0.067564577,0.798803568,0.162347332,0.070251584,0.795348108,0.116642714,0.076262832,0.807614267
4,0,0.745497346,0.97281456,0.917506456,0.981045604,0.984419167,0.145286351,0.067452937,0.798694849,0.162658572,0.070182443,0.795255005,0.117257893,0.076177597,0.807451308
4,0,0.745812178,0.971460938,0.917850316,0.981071591,0.984447718,0.145600155,0.067348659,0.798592567,0.162892178,0.070106149,0.79517889,0.117950559,0.076150239,0.807284236
4,0,0.745918393,0.970497847,0.918566823,0.981099606,0.984485865,0.145805046,0.067271858,0.798523784,0.163165167,0.070027679,0.795092523,0.118590415,0.076094896,0.807122469
4,0,0.745912075,0.970532715,0.919627905,0.981076241,0.984492004,0.146076739,0.067169875,0.798432529,0.163457841,0.06995225,0.795002043,0.119178742,0.076013863,0.806966007
4,0,0.745817542,0.970769167,0.92084235,0.980994105,0.984453917,0.146531045,0.067109406,0.798308253,0.164036021,0.069806933,0.79482466,0.119583488,0.075944841,0.806855917
4,0,0.745651066,0.971272528,0.92216444,0.980899811,0.984408379,0.1469585,0.067052573,0.798191011,0.164743051,0.06963715,0.794610023,0.119996578,0.075852752,0.806737602
4,0,0.745509207,0.971637964,0.923493981,0.980729818,0.984303415,0.147357002,0.066999495,0.798081815,0.165811375,0.069441706,0.794300675,0.120513648,0.075737625,0.806589484
4,0,0.745228589,0.971893072,0.924510777,0.980607748,0.984227657,0.147731617,0.066949517,0.797979414,0.166650042,0.069220752,0.794039845,0.121264577,0.075633585,0.806389451
4,0,0.745009124,0.972214103,0.925548196,0.980537891,0.984194577,0.148077428,0.066903472,0.797884762,0.167042047,0.069064796,0.793903768,0.122014239,0.075533986,0.806191027
4,0,0.744725883,0.972454309,0.926579356,0.980473876,0.984167159,0.148403466,0.06686002,0.797795236,0.167324588,0.068971038,0.793810427,0.122503012,0.075474381,0.806062758
4,0,0.744324625,0.972907484,0.927572668,0.980406582,0.984135628,0.148710296,0.066819251,0.797711074,0.16765061,0.068861991,0.793703139,0.122826993,0.075440437,0.805979371
4,0,0.743757725,0.973317027,0.92861557,0.980368972,0.984130144,0.148997813,0.066780865,0.797632217,0.167873755,0.068777472,0.793626547,0.123000056,0.075414836,0.805932522
4,0,0.742998779,0.973634958,0.929709136,0.980327487,0.984125853,0.149269491,0.066744566,0.79755795,0.167934269,0.068714023,0.793595016,0.123130322,0.075416803,0.8059026
4,0,0.742365301,0.974237263,0.930641413,0.980355144,0.984172583,0.149525478,0.066710502,0.797487676,0.167952806,0.068668753,0.793578863,0.123222589,0.07542482,0.805883527
4,0,0.741751254,0.974774241,0.931709051,0.980351567,0.984196424,0.14976877,0.066677928,0.797421157,0.168059558,0.068601519,0.793534935,0.123263076,0.075431108,0.805875838
4,0,0.741378427,0.975154161,0.932924926,0.980411291,0.984275222,0.149997324,0.066647381,0.797358692,0.168486789,0.068493426,0.793403208,0.123377308,0.075427443,0.805848539
4,0,0.740967989,0.976758957,0.933942556,0.980504632,0.984376252,0.150215194,0.066618592,0.797298372,0.16877678,0.068391532,0.793305814,0.123581052,0.075421214,0.805799842
4,0,0.740667105,0.977975011,0.934973121,0.980545759,0.984435141,0.150422037,0.066591114,0.797241509,0.170069396,0.068145871,0.792927325,0.123744309,0.075397909,0.805756092
4,0,0.740576625,0.978791118,0.935833633,0.980563045,0.984472275,0.150619134,0.06656462,0.797187805,0.171087831,0.0679003,0.792615235,0.124274492,0.075347453,0.80562067
4,0,0.740606666,0.978858948,0.936617553,0.980493426,0.984438837,0.150806814,0.066539615,0.797136247,0.172036514,0.06776607,0.792349875,0.124901116,0.075265646,0.805454612
4,0,0.740618885,0.978784382,0.937598765,0.980209649,0.984237194,0.150985748,0.066515923,0.797086716,0.173119694,0.067611903,0.792045712,0.125562757,0.075163543,0.805275023
4,0,0.740603805,0.978741884,0.938454747,0.979909301,0.984022617,0.151156083,0.066493064,0.797040403,0.174536556,0.067442626,0.791656733,0.126169652,0.075060964,0.805107951
4,0,0.740551353,0.978672743,0.939041793,0.979691803,0.983868837,0.15131934,0.066471219,0.796995759,0.175533578,0.067337066,0.791386366,0.126558185,0.075003177,0.805002511
4,0,0.740538061,0.978626251,0.939422131,0.979569674,0.983781636,0.151475757,0.066450417,0.796952426,0.176255822,0.067243606,0.791186094,0.126583084,0.074981391,0.804991424
4,0,0.740497887,0.978571415,0.939905405,0.979502678,0.983741403,0.151624352,0.066430628,0.796911597,0.177121267,0.067139477,0.790947497,0.12655285,0.074926108,0.804984391
4,0,0.740542889,0.978521705,0.940328538,0.979477823,0.983732402,0.15176791,0.066411406,0.796872377,0.177859962,0.067057669,0.790745616,0.126741812,0.074843466,0.804919422
4,0,0.740685701,0.978727102,0.940869689,0.979453862,0.983729482,0.151905254,0.066393167,0.796834469,0.178686634,0.06704095,0.79053998,0.126791835,0.074783713,0.8048926
4,0,0.740364909,0.979588985,0.941489398,0.979465842,0.983756185,0.152037591,0.066375524,0.796798229,0.17950514,0.067065924,0.79034698,0.127381906,0.074617356,0.804712296
4,0,0.739993453,0.979539752,0.942042351,0.9795084,0.983804703,0.152163476,0.066358715,0.796763599,0.180492371,0.067029357,0.790096402,0.127598539,0.07456401,0.804648221
4,0,0.739048719,0.981020033,0.942566574,0.979617476,0.983905911,0.152286351,0.066342324,0.796729803,0.181512266,0.066989183,0.789836884,0.128553197,0.074412018,0.80438596
4,0,0.738269866,0.981369734,0.942945898,0.979735315,0.984009981,0.152403355,0.066326588,0.796697676,0.182721242,0.066943049,0.789528906,0.130057663,0.074183643,0.803974986
4,0,0.737598598,0.982461572,0.943299234,0.979913831,0.984160364,0.152516216,0.066311762,0.796666503,0.185009286,0.066961318,0.788974881,0.131956726,0.073918581,0.803462088
4,0,0.737291038,0.982822955,0.943838477,0.980139852,0.984353542,0.152625322,0.066297144,0.796636522,0.186885059,0.06706661,0.788544834,0.133191541,0.073789239,0.803139269
4,0,0.737047911,0.982417107,0.944586635,0.980354548,0.984544098,0.152730331,0.066283047,0.796607733,0.18905814,0.067324936,0.788084149,0.1340518,0.073707461,0.802916765
